window_index,negative_log_likelihood
579,1.9142247438430786
580,1.0417839288711548
581,1.5583691596984863
582,1.6842899322509766
583,1.7679084539413452
584,0.3903930187225342
585,1.110921859741211
586,0.364477276802063
587,4.867295265197754
588,3.1855335235595703
589,1.5090365409851074
590,1.8512682914733887
591,0.22880114614963531
592,0.6874545216560364
593,4.299440383911133
594,0.5080329775810242
595,1.5358853340148926
596,1.8094509840011597
597,1.8905868530273438
598,1.9205474853515625
599,1.6181702613830566
600,3.3676445484161377
601,1.2110722064971924
602,1.2110722064971924
603,1.2110722064971924
604,1.2110722064971924
605,1.2110722064971924
606,1.2110722064971924
607,1.2110722064971924
608,1.2110722064971924
609,1.2110722064971924
610,1.2110722064971924
611,1.2110722064971924
612,1.2110722064971924
613,1.2110722064971924
614,0.09313901513814926
615,0.34621426463127136
616,0.48023971915245056
617,2.8136303424835205
618,2.02618145942688
619,2.5205142498016357
620,2.329563856124878
621,0.24164950847625732
622,1.3912529945373535
623,1.906723976135254
624,1.5147813558578491
625,1.2202224731445312
626,0.5309099555015564
627,1.8886699676513672
628,1.800621509552002
629,0.2747861444950104
630,1.6016813516616821
631,2.3300764560699463
632,0.2747861444950104
633,1.2370166778564453
634,2.0079710483551025
635,1.9755574464797974
636,1.706103801727295
637,0.9151436686515808
638,1.0194169282913208
639,0.30346375703811646
640,0.2824842035770416
641,0.5500918030738831
642,1.4299368858337402
643,0.2824842035770416
644,0.6613776087760925
645,0.6827271580696106
646,0.825167179107666
647,2.806164026260376
648,1.2702232599258423
649,1.091204047203064
650,3.0672175884246826
651,2.46480393409729
652,1.202349305152893
653,2.606519937515259
654,2.345271348953247
655,2.258781671524048
656,1.3781741857528687
657,2.4789562225341797
658,2.596586227416992
659,1.8774958848953247
660,1.3551902770996094
661,0.9517931342124939
662,0.43530428409576416
663,0.43530428409576416
664,0.43530428409576416
665,0.43530428409576416
666,0.43530428409576416
667,3.6178548336029053
668,1.1801338195800781
669,1.444353461265564
670,2.835371732711792
671,1.2946568727493286
672,1.5500410795211792
673,1.837576985359192
674,1.226169466972351
675,0.22880114614963531
676,3.7796084880828857
677,2.6911041736602783
678,4.065194129943848
679,1.248236060142517
680,3.072782278060913
681,1.7319384813308716
682,1.2520291805267334
683,2.6159112453460693
684,1.9923696517944336
685,2.2332208156585693
686,2.512465238571167
687,1.5395158529281616
688,2.2027199268341064
689,0.4457394778728485
690,1.0614713430404663
691,2.1406702995300293
692,1.1409313678741455
693,2.1630666255950928
694,2.162628173828125
695,2.2262792587280273
696,1.7144547700881958
697,1.2175451517105103
698,0.7760371565818787
699,1.330187439918518
700,1.330187439918518
701,2.510328531265259
702,0.7713873386383057
703,0.15294119715690613
704,1.9277504682540894
705,1.1197808980941772
706,0.22880114614963531
707,0.6847670078277588
708,2.062147378921509
709,2.9647204875946045
710,1.1474344730377197
711,5.2206878662109375
712,1.861569881439209
713,0.2747861444950104
714,7.358824253082275
715,0.9674994945526123
716,0.24164950847625732
717,1.287047028541565
718,3.2810840606689453
719,2.2652957439422607
720,3.194535255432129
721,0.5309099555015564
722,0.364477276802063
723,1.0234802961349487
724,0.364477276802063
725,1.6576915979385376
726,0.9425161480903625
727,3.2192418575286865
728,2.236724376678467
729,2.899930715560913
730,2.1003401279449463
731,2.507995367050171
732,3.261420249938965
733,1.519221305847168
734,2.8218629360198975
735,1.701473355293274
736,1.653213620185852
737,1.9105148315429688
738,3.140062093734741
739,2.9297428131103516
740,2.18572735786438
741,2.820924758911133
742,2.1308434009552
743,2.1898412704467773
744,2.3730366230010986
745,0.32850006222724915
746,0.24164950847625732
747,0.5309099555015564
748,1.0154393911361694
749,1.1335288286209106
750,1.3026963472366333
751,3.0672175884246826
752,1.9301390647888184
753,2.5726280212402344
754,1.2746082544326782
755,1.5374265909194946
756,1.0251591205596924
757,2.0331692695617676
758,3.564680814743042
759,4.3292975425720215
760,3.5300610065460205
761,3.265232801437378
762,2.726670503616333
763,1.1197808980941772
764,1.7757397890090942
765,1.54221773147583
766,0.22880114614963531
767,0.24164950847625732
768,3.883291482925415
769,0.6613776087760925
770,0.6613776087760925
771,0.6613776087760925
772,0.6613776087760925
773,2.8013973236083984
774,0.252835214138031
775,1.3411756753921509
776,0.24164950847625732
777,1.545920968055725
778,0.8461624979972839
779,1.0607870817184448
780,0.6613776087760925
781,1.7984110116958618
782,2.042517900466919
783,0.470910906791687
784,0.470910906791687
785,2.01745343208313
786,3.6555404663085938
787,3.9233062267303467
788,4.086629867553711
789,0.2824842035770416
790,0.9517931342124939
791,0.26576700806617737
792,0.8069234490394592
793,1.7497953176498413
794,0.9173863530158997
795,1.2475579977035522
796,1.7930551767349243
797,1.4365655183792114
798,1.5064126253128052
799,1.6874948740005493
800,0.30346375703811646
801,0.2824842035770416
802,0.25253358483314514
803,1.4119157791137695
804,1.3440474271774292
805,1.5098694562911987
806,0.26576700806617737
807,0.25253358483314514
808,1.110921859741211
809,1.2067571878433228
810,1.2067571878433228
811,1.1253076791763306
